384996.3816592,4938284.29164995,1
384997.24731179,4938282.98642986,1
384998.11296439,4938281.68120976,1
384998.97861699,4938280.37598967,1
384999.84426958,4938279.07076957,1
385000.6819638,4938277.62766546,1
385001.44256503,4938276.25776407,1
385002.20316626,4938274.88786267,1
385002.9637675,4938273.51796128,1
385003.72436873,4938272.14805989,1
385004.50337582,4938270.80064686,1
385005.27110494,4938269.43147293,1
385006.02693875,4938268.05515377,1
385006.79507162,4938266.68585698,1
385007.56572285,4938265.31799809,1
385008.33637409,4938263.9501392,1
385009.10702533,4938262.58228032,1
385009.87767656,4938261.21442143,1
385010.6483278,4938259.84656255,1
385011.41897903,4938258.47870366,1
385012.18963027,4938257.11084477,1
385012.96081674,4938255.66111623,1
385013.9843531,4938253.55137243,1
385014.99060146,4938251.42287545,1
385015.9823733,4938249.27868108,1
385016.95239982,4938247.05900446,1
385017.84294993,4938244.88479354,1
385018.73449408,4938242.71122914,1
385019.62603822,4938240.53766473,1
385020.5150906,4938238.33027972,1
385021.39014312,4938236.15158537,1
385022.13041393,4938233.86992779,1
385022.82431481,4938231.63001225,1
385023.5182157,4938229.3900967,1
385024.16949029,4938227.07206664,1
385024.7599003,4938224.79753795,1
385025.35031031,4938222.52300925,1
385025.94072032,4938220.24848056,1
385026.51110092,4938217.96970542,1
385027.07740773,4938215.6016161,1
385027.68137532,4938213.33715042,1
385028.3481507,4938211.11090927,1
385029.01662975,4938208.87898865,1
385029.67742345,4938206.64871854,1
385030.30904072,4938204.44991254,1
385030.93245558,4938202.20462635,1
385031.5810306,4938199.90421087,1
385032.24153017,4938197.63790235,1
385032.9013459,4938195.37803248,1
385033.58265573,4938193.10276146,1
385034.26683809,4938190.84811858,1
385034.94293399,4938188.66261106,1
385035.66962357,4938186.42964849,1
385036.41156207,4938184.14939999,1
385037.17557114,4938181.9006655,1
385037.94990071,4938179.68010783,1
385038.77329192,4938177.47456809,1
385039.63014065,4938175.28541493,1
385040.49880043,4938173.1027529,1
385041.39724029,4938170.87304184,1
385042.29221587,4938168.70116339,1
385043.18630007,4938166.53058541,1
385044.08038427,4938164.36000742,1
385044.97128296,4938162.20780004,1
385045.87943171,4938160.04310653,1
385046.82769533,4938157.8193,1
385047.84876562,4938155.64603259,1
385048.87821334,4938153.54616107,1
385049.85132456,4938151.45385899,1
385050.63592621,4938149.32141906,1
385051.4419068,4938147.11530717,1
385052.25297907,4938144.91955277,1
385053.07435921,4938142.71506487,1
385053.89549283,4938140.51122842,1
385054.71698425,4938138.32547035,1
385055.60564233,4938136.21698236,1
385056.72479967,4938134.43153856,1
385058.10992394,4938132.46111003,1
385059.7079505,4938130.81170539,1
385061.39984437,4938129.19762429,1
385063.09173824,4938127.5835432,1
385064.91014305,4938125.92270626,1
385066.71218031,4938124.32355484,1
385068.51875183,4938122.87493696,1
385070.39781685,4938121.47495449,1
385072.39250506,4938120.11789083,1
385074.36789788,4938118.89527952,1
385076.37559491,4938117.69389192,1
385078.35826089,4938116.51070348,1
385080.34092686,4938115.32751504,1
385082.32359284,4938114.1443266,1
385084.30625881,4938112.96113816,1
385086.29557077,4938111.7830099,1
385088.20901345,4938110.71813846,1
385089.55910734,4938109.92691615,1
385090.86252871,4938109.16613244,1
385091.55799968,4938108.80183813,1
385092.25347065,4938108.43754381,1
385092.94894162,4938108.07324949,1
385093.64441259,4938107.70895518,1
385094.33988355,4938107.34466086,1
